COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY,DATA_BUILD_DATE
20560,"Monitors, Color and Monochrome, Environmentally Certified",Dell Pro 24 Plus Monitor - P2425H,5.,EA,Each,142.58,712.90,MA5000NC220000084,"HW- Dell Pro 27, Dell Pro 14, 34 Curved, P2425H Monitor",DO560025101401404,10/14/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",BuyBoard Contract 704-23,0.,,,0.,"14,751.64",MA5000GC240000003,medical supplies - emergency patient care,DO930025101401396,10/14/2025,BOU8303524,BOUND TREE MEDICAL L L C,5000 BRADENTON AVE,,DUBLIN,OH,43017,US,04/06/2026
80072,"Shoes, Safety Toe",,0.,,,0.,206.87,MA5000GA240000018,Safety Boots for Robert Trevino,DO220025101401408,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
6800210,ALARM SYSTEMS,,8.,EA,Each,854.05,"6,832.40",,K9 Alert System,CT780025101300009,10/14/2025,PAR8317116,PARR PUBLIC SAFETY EQUIPMENT,8495 Estates Ct,,Plain City,OH,43064-8015,US,04/06/2026
8055731,"EXERCISE EQUIPMENT, AND PARTS AND ACCESSORIES",MAINTENANCE AND REPAIR OF FITNESS EQUIPMENT,0.,,,0.,"10,000.00",MA5000NA250000033,Blanket DO for fitness equipment maintenance.,DO830025101401452,10/14/2025,V00000967470,Broken Compass Group LLC,1948 Savannah Dr,,Round Rock,TX,78681,US,04/06/2026
75070,Ready-Mix Concrete,Concrete for 1908-22041/2 San Antonio St   WO# - 509335   Arly Villegas Rodriguez    512-363-2768,6.,CUYD,Cubic Yard,146.25,877.50,MA1100GA210000031,Concrete for 1908-22041/2 San Antonio St,DOM1100MAX245927,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
4304860,"OXYGEN, FOR MEDICAL USE",FY ENCUMBRANCE - CC - MEDICAL GRADE OXYGEN AIR CYL REFILLS,0.,,,0.,"10,000.00",MA9300NA210000191,FY ENCUMBRANCE - CC - MEDICAL GRADE OXYGEN AIR CYL REFILLS,DO830025101401421,10/14/2025,V00000909396,AIRGAS INC,11111 N Lamar Blvd,,Austin,TX,78753,US,04/06/2026
89064,Sewer Inspection Equipment,"HD321-1H - CABLE ASSY, M/C, DUC, 1500', GOLD, HYT",0.,,,0.,"18,655.22",MA2200GS240000003,CLS - REPAIR PARTS - WBSC - OPR 4859 - OCT 2025,DO220025101401429,10/14/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
75070,Ready-Mix Concrete,Concrete For 201.5 Cesar Chavez WO 668742  Luis Sierra 512-367-0376,1.,CUYD,Cubic Yard,140.,140.00,MA1100GA210000031,Concrete For 201.5 Cesar Chavez WO 668742,DOM1100MAX245924,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT","This order is placed via MMCAP Contract # MMS{XXXXXXX} under {VENDOR NAME} City Contract MA 5000 GC230000005 and complies with the requirements set forth in 42 C.F.R.  1001.952(j).""",0.,,,0.,60.45,MA5000GC230000005,Acetaminophen Liquid Suspension 160mg/5ml. Cherry. 118mL,DO930025101401412,10/14/2025,VC0000102509,"Cardinal Health, Inc",7000 CARDINAL PLACE,,DUBLIN,OH,43017,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",BuyBoard Contract 704-23,0.,,,0.,"1,848.00",MA5000GC240000003,Acetaminophen for injection (Ofirmiv) 1000mg/ 100 mL,DO930025101401419,10/14/2025,LIF8309028,LIFE-ASSIST INC,11277 SUNRISE PARK DR,,RANCHO CORDOVA,CA,95742-6528,US,04/06/2026
6800210,ALARM SYSTEMS,,8.,EA,Each,251.75,"2,014.00",,K9 Alert System,CT780025101300009,10/14/2025,PAR8317116,PARR PUBLIC SAFETY EQUIPMENT,8495 Estates Ct,,Plain City,OH,43064-8015,US,04/06/2026
12025,"Bridges, Passenger Loading","518450.01 @ $2,735.85",0.,,,0.,"5,471.70",MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
20031,Hazardous Environment Clothing,,0.,,,0.,"74,283.06",MA1100NA240000171,Tyndale 2026 FY,DOM1100MAX245669,10/14/2025,TYN8322392,Tyndale Enterprises Inc.,5050 APPLEBUTTER RD,,PIPERSVILLE,PA,18947-1808,US,04/06/2026
75070,Ready-Mix Concrete,"Item No. 1.8 original description: 3000 PSI, .60 w/c ration, 5"" Slump 3/8"" Aggregate No Fly Ash",200.,CUYD,Cubic Yard,138.75,"27,750.00",MA1100GA210000031,Concrete For 201.5 Cesar Chavez WO 668742,DOM1100MAX245924,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
80072,"Shoes, Safety Toe",PA&C @ $300.00 Max Per Employee,0.,,,0.,300.01,MA5000GA240000018,FY26 Dept Safety Footwear,DO600025101401402,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
12025,"Bridges, Passenger Loading",Parts for Warehouse Stock    Quote # E000041877  PR # 17847   PO # 19819    @ $49.45,0.,,,0.,247.25,MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
12025,"Bridges, Passenger Loading",3658151 @ $816.50,0.,,,0.,"1,633.00",MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
48565,Janitorial Equipment and Supplies (Not Otherwise Classified),@ $69.16,0.,,,0.,829.92,MA8100NA220000174,FACILIY SERVICES EQUIPMENT,DO810025101401393,10/14/2025,PRO8305263,"PRO SERVE ENTERPRISE, INC",4201 S Congress Ave,Ste 321,Austin,TX,78745-1171,US,04/06/2026
72582,"Two-Way Radio Supplies, Parts, and Accessories",PR0019323  EP634EC Snake Surveillance Systems,50.,EA,Each,59.89,"2,994.50",MA6400GA260000002,HW-Hawk Lapel Microphones and Snake Surveillance Systems,DO640025101401391,10/14/2025,V00000900837,Holzberg Communications Inc,720 Totowa Road,,Totowa,NJ,07512,US,04/06/2026
3456445,"GLASSES, SAFETY","PR2026-05320    Contact: Joseph Robinson (512) 974-9403    FY26 Aquatic Maintenance Staff Safety Glasses, reduce the possibility of injury.     Total $900.00",0.,,,0.,900.00,MA5000GA230000029,FY26 Aquatic Maintenance Staff Safety Glasses,DO860025101401389,10/14/2025,V00000969804,"PDS Consultants, Inc.",3801 Bishop Lane,,Louisville,KY,40218,US,04/06/2026
12025,"Bridges, Passenger Loading",@ $77.05,0.,,,0.,154.10,MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
3052129,"FILM, DIRECT PRINT, PHOTOCOLOR, TRANSPARENT COLOR,","Dye Film to print Access Media     Quote dated October 14, 2025  AUSFY26-3910",24.,EA,Each,82.,"1,968.00",,Dye Film to print Access Media,PO810025101400113,10/14/2025,V00000919617,"IRIS Ltd., Inc.",901 Park Road,,Fleetwood,PA,19522,US,04/06/2026
7505665,RIVER ROCK,Chocolate Loam - Delivered by Contractor - $15.00 per ton  3 Loads Chocolate Loam / Delivery / S. Industrial,0.,,,0.,881.25,MA2200NA210000213,3 Loads Chocolate Loam / Delivery    S. Industrial,DO220025101401376,10/14/2025,V00000959318,"Schuler Contracting, LLC",1405 E Riverside Drive,,Austin,TX,78741,US,04/06/2026
34072,"Rescue Equipment, Supplies and Accessories Includi","ETA Date: 2025-11-20 -- PR257089-Training & Duty Ammunition, Buyboard 698-23    1. ITEM# CCI-53651-BX - CCI 9mm 50/BX TMJ 124gr -- QTY: 150 Boxes @ $12.99 EACH.    2. ITEM# CCI-53617-BX - CCI 9mm 50/BX Gold Dot HP 124gr+P -- QTY: 22 Boxes @ @ $28.90 EACH.    3. Freight Charges -- $130.00  Ref Quote# QTE216520",0.,,,0.,"2,714.30",MA5000NC240000033,"PR257089-Training & Duty Ammunition, Buyboard 698-23",DO830025101401374,10/14/2025,GTD2150750,GT DISTRIBUTORS INC,1124 New Meister Ln. Ste 100,,Pflugerville,TX,78660,US,04/06/2026
75070,Ready-Mix Concrete,Item No. 1.2,260.,CUYD,Cubic Yard,132.5,"34,450.00",MA1100GA210000031,Concrete For 201.5 Cesar Chavez WO 668742,DOM1100MAX245924,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
48565,Janitorial Equipment and Supplies (Not Otherwise Classified),$9.38,0.,,,0.,150.08,MA8100NA220000174,FACILIY SERVICES EQUIPMENT,DO810025101401393,10/14/2025,PRO8305263,"PRO SERVE ENTERPRISE, INC",4201 S Congress Ave,Ste 321,Austin,TX,78745-1171,US,04/06/2026
6800210,ALARM SYSTEMS,,8.,EA,Each,90.25,722.00,,K9 Alert System,CT780025101300009,10/14/2025,PAR8317116,PARR PUBLIC SAFETY EQUIPMENT,8495 Estates Ct,,Plain City,OH,43064-8015,US,04/06/2026
80072,"Shoes, Safety Toe",ESD @ $300.00 Max Per Employee,0.,,,0.,"1,200.00",MA5000GA240000018,FY26 Dept Safety Footwear,DO600025101401402,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
20560,"Monitors, Color and Monochrome, Environmentally Certified",PR0019219  Quote No. 3000195171605.1  _____________________________________  Dell Pro 27 Plus Monitor - P2725H  DIR-CPO-5792,2.,EA,Each,178.12,356.24,MA5000NC220000084,"HW- Dell Pro 27, Dell Pro 14, 34 Curved, P2425H Monitor",DO560025101401404,10/14/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
20031,Hazardous Environment Clothing,,0.,,,0.,"43,398.80",MA1100NA240000171,Tyndale 2026 FY,DOM1100MAX245669,10/14/2025,TYN8322392,Tyndale Enterprises Inc.,5050 APPLEBUTTER RD,,PIPERSVILLE,PA,18947-1808,US,04/06/2026
12025,"Bridges, Passenger Loading",.,0.,,,0.,"1,800.90",MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
03752,Novelties and Advertising Specialty Products,promotional materials-Maggie Holman,0.,,,0.,"3,603.50",MA5000NA230000044,promotional materials-Maggie Holman,DO530025101401463,10/14/2025,GOL8307311,"GOLF CONNECTIONS, LLC",PO Box 27619,,AUSTIN,TX,78755,US,04/06/2026
4055151,"OILS, INDUSTRIAL",QTY: 4 - PN: MBL 125338 - MOBIL DTE 26 ULTRA 68 55GL,0.,,,0.,"5,361.72",MA2200GA220000062,TEXAS ENTERPRISES - ULLRICH - OIL & GREASE - OCT 2025,DO220025101401375,10/14/2025,ALL0141000,"Texas Enterprises, Inc",5005 E 7th St,,AUSTIN,TX,78702,US,04/06/2026
20031,Hazardous Environment Clothing,,0.,,,0.,"33,226.21",MA1100NA240000171,Tyndale 2026 FY,DOM1100MAX245669,10/14/2025,TYN8322392,Tyndale Enterprises Inc.,5050 APPLEBUTTER RD,,PIPERSVILLE,PA,18947-1808,US,04/06/2026
06585,Tool Compartment Boxes (For Trucks),"78"" L X 12"" H X 18"" W Tool Boxes 2 EA $1,197.00  $2,394.00   Cone Holder-Standard Pole type 1 EA $30.00  $30.00   Headache Rack with Expanded Metal 1 EA $1,255.00  $1,255.00   Thor500 Inverter ""or equal"" 1 EA $1,926.00  $1,926.00   GFCI Receptical 20 Amp Outdoor ""or Equal"" with Weatherproof Flip Cover 2 EA $42.00  $84.00   Paint-White 1 EA $0.00  $0.00   Shop Supples 1 EA $79.00  $79.00   Labor Installation- Hours&Rate 7 Hr $100.00  $700.00   Freight 1 EA $0.00  $0.00",0.,,,0.,"6,468.00",,"24G299 Tool Boxes, Headache & Cone Racks, Invertor & Install",CT780025100900006,10/14/2025,V00000963968,TRW EMpire LLC,16716 Joe Barbee Dr,,Round Rock,TX,78664,US,04/06/2026
80072,"Shoes, Safety Toe",Safety shoes for Andrew Maxwell EIN 10054282,0.,,,0.,206.87,MA5000GA240000018,Safety shoes for Andrew Maxwell EIN 10054282,DO220025101401382,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
80072,"Shoes, Safety Toe",UPMD @ $300.00 Max Per Employee // Enc +$300 for 1 employee,0.,,,0.,900.00,MA5000GA240000018,FY26 Dept Safety Footwear,DO600025101401402,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
4055151,"OILS, INDUSTRIAL",QTY: 5 - PN: MBL 105842 - (K)MOBIL GREASE XHP 222 2 35.2LB,0.,,,0.,842.62,MA2200GA220000062,TEXAS ENTERPRISES - ULLRICH - OIL & GREASE - OCT 2025,DO220025101401375,10/14/2025,ALL0141000,"Texas Enterprises, Inc",5005 E 7th St,,AUSTIN,TX,78702,US,04/06/2026
75077,Sand and Gravel,Gem Sand  3 Loads Gem Sand / Delivery / S. Industrial,0.,,,0.,"1,858.72",MA5000GA240000074,3 Loads Gem Sand / Delivery  S. Industrial,DO220025101401372,10/14/2025,VC0000101878,COMMUNITY TRUCKING LLC,PO BOX 737,,CEDAR CREEK,TX,78612,US,04/06/2026
80072,"Shoes, Safety Toe",APMD @ $300.00 Max Per Employee,0.,,,0.,900.00,MA5000GA240000018,FY26 Dept Safety Footwear,DO600025101401402,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
72582,"Two-Way Radio Supplies, Parts, and Accessories",PR0019232  EP1334 Easy-Connect (EC) Hawk Lapel Microphones,"1,000.",EA,Each,58.84,"58,840.00",MA6400GA260000002,HW-Hawk Lapel Microphones and Snake Surveillance Systems,DO640025101401391,10/14/2025,V00000900837,Holzberg Communications Inc,720 Totowa Road,,Totowa,NJ,07512,US,04/06/2026
3054811,"BOOKS, FIELD, ENGINEERING",,6.,EA,Each,662.,"3,972.00",MA1100GS240000006,D-10-23 Mod 3 E-books,DOM1100MAX245925,10/14/2025,VS0000024113,Grid Training Corporation,7600 S Meridian Rd,,Meridian,ID,83642,US,04/06/2026
20560,"Monitors, Color and Monochrome, Environmentally Certified",Dell Pro 14 Plus Portable Monitor - P1425,4.,EA,Each,223.,892.00,MA5000NC220000084,"HW- Dell Pro 27, Dell Pro 14, 34 Curved, P2425H Monitor",DO560025101401404,10/14/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
80072,"Shoes, Safety Toe",Safety Boots for Marc Rendon,0.,,,0.,206.87,MA5000GA240000018,Safety Boots for Marc Rendon,DO220025101401371,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
12025,"Bridges, Passenger Loading",(PCA) 516672,0.,,,0.,921.15,MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
80072,"Shoes, Safety Toe",Safety Boots for Kameron Sheward,0.,,,0.,206.87,MA5000GA240000018,Safety Boots for Kameron Sheward,DO220025101401380,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
80072,"Shoes, Safety Toe",,0.,,,0.,208.93,MA5000GA240000018,Safety Boots for Daniel Falcon,DO220025101401417,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
75070,Ready-Mix Concrete,Item No. 1.4,300.,CUYD,Cubic Yard,127.5,"38,250.00",MA1100GA210000031,Concrete For 201.5 Cesar Chavez WO 668742,DOM1100MAX245924,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
48500,"JANITORIAL SUPPLIES, GENERAL LINE",JANITORIAL SUPPLIES,0.,,,0.,965.04,MA5000GA240000006,JANITORIAL SUPPLIES,DO930025101401401,10/14/2025,V00000964029,"Ferguson US Holdings, Inc",200 Park Central,,Georgetown,TX,78626,US,04/06/2026
80072,"Shoes, Safety Toe",CPMD @ $300.00 Max Per Employee,0.,,,0.,"1,146.86",MA5000GA240000018,FY26 Dept Safety Footwear,DO600025101401402,10/14/2025,RED8315105,RED WING BRANDS OF AMERICA INC,Red Wing Shoe Company,P.O. Box 844329,Dallas,TX,75284-4329,US,04/06/2026
33000,FENCING,"PR2026-05318    Contact: Joseph Robinson (512) 974-9403    FY26 City of Austin Pools Fence Repairs, to conduct repairs for emergencies.    Total $25,000.00",0.,,,0.,"25,000.00",MA5000NA210000179,FY26 City of Austin Pools Fence Repairs,DO860025101401388,10/14/2025,ALL8314335,"Tony Parent Enterprises, Inc.","13350 OLD KIMBRO RD, BLDG A",,MANOR,TX,78653,US,04/06/2026
8857848,"LIME, QUICK","Davis deliveries for the months of OCT, NOV, DEC 2025   Email invoices to: Admin.Davis@austintexas.gov  Chemical delivery notice to be emailed a minimum of 4 hours prior to delivery to: DavisCDN@cityofaustin.onmicrosoft.com",0.,,,0.,"565,756.05",MA2200GA240000085,LHOIST - DAVIS - QUICKLIME - Q1 FY26 OCT NOV DEC,DO220025101401377,10/14/2025,VS0000003038,"LHOIST NORTH AMERICA OF TEXAS, LLC",350 APG LN,,New Braunfels,TX,78132,US,04/06/2026
3054811,"BOOKS, FIELD, ENGINEERING",,6.,EA,Each,662.,"3,972.00",MA1100GS240000006,D-10-24 Mod 2 E-books,DOM1100MAX245926,10/14/2025,VS0000024113,Grid Training Corporation,7600 S Meridian Rd,,Meridian,ID,83642,US,04/06/2026
4055151,"OILS, INDUSTRIAL",QTY: 2 - PN: MBL 121956 - (K)MOBIL GRS FM 222 10PK,0.,,,0.,232.91,MA2200GA220000062,TEXAS ENTERPRISES - ULLRICH - OIL & GREASE - OCT 2025,DO220025101401375,10/14/2025,ALL0141000,"Texas Enterprises, Inc",5005 E 7th St,,AUSTIN,TX,78702,US,04/06/2026
75070,Ready-Mix Concrete,Concrete for 1908-22041/2 San Antonio St   WO# - 509335   Arly Villegas Rodriguez    512-363-2768,18.,CUYD,Cubic Yard,127.5,"2,295.00",MA1100GA210000031,Concrete for 1908-22041/2 San Antonio St,DOM1100MAX245927,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",BuyBoard Contract 704-23,0.,,,0.,"5,929.00",MA5000GC240000003,Medical Supplies-Emergency Patient Care,DO930025101401406,10/14/2025,LIF8309028,LIFE-ASSIST INC,11277 SUNRISE PARK DR,,RANCHO CORDOVA,CA,95742-6528,US,04/06/2026
12025,"Bridges, Passenger Loading",.,0.,,,0.,"8,551.14",MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
48565,Janitorial Equipment and Supplies (Not Otherwise Classified),@ $17.55,0.,,,0.,87.75,MA8100NA220000174,FACILIY SERVICES EQUIPMENT,DO810025101401393,10/14/2025,PRO8305263,"PRO SERVE ENTERPRISE, INC",4201 S Congress Ave,Ste 321,Austin,TX,78745-1171,US,04/06/2026
20560,"Monitors, Color and Monochrome, Environmentally Certified",Dell Pro 34 Plus Video Conferencing Monitor - P3424WEB,2.,EA,Each,554.67,"1,109.34",MA5000NC220000084,"HW- Dell Pro 27, Dell Pro 14, 34 Curved, P2425H Monitor",DO560025101401404,10/14/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
75070,Ready-Mix Concrete,Concrete for 1908-22041/2 San Antonio St   WO# - 509335,9.,CUYD,Cubic Yard,138.75,"1,248.75",MA1100GA210000031,Concrete for 1908-22041/2 San Antonio St,DOM1100MAX245927,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
20554,"Microcomputers, Handheld, Laptop, and Notebook, ECO Certifie",PR0019218  Quote No. 3000195098544.1  _______________________________________  SI# B1BX26 Dell Pro Max 16/16XE MC16250   DIR-CPO-5792,6.,EA,Each,"1,523.82","9,142.92",MA5000NC220000084,HW- Dell Pro Max 16,DO560025101401387,10/14/2025,DEL1512250,DELL MARKETING LP,"Dell, Inc.",One Dell Way,ROUND ROCK,TX,78682-0001,US,04/06/2026
75070,Ready-Mix Concrete,Item No. 1.5,200.,CUYD,Cubic Yard,155.,"31,000.00",MA1100GA210000031,Concrete For 201.5 Cesar Chavez WO 668742,DOM1100MAX245924,10/14/2025,LAU2825500,Lauren Concrete Inc.,4501 SHAW LN,,AUSTIN,TX,78744-3921,US,04/06/2026
6800210,ALARM SYSTEMS,"HA2520 and Accessories for (8) each 2020 Chev Tahoes  AceK9 systems with AceWatchDog Pro (cell phone capabilities) $2452.24 each  $19617.92  . Units 20C223, 20C224, 20C226, 20C396, 20C398, 20C399, 20C400, 20C497",8.,EA,Each,"1,007.5","8,060.00",,K9 Alert System,CT780025101300009,10/14/2025,PAR8317116,PARR PUBLIC SAFETY EQUIPMENT,8495 Estates Ct,,Plain City,OH,43064-8015,US,04/06/2026
03752,Novelties and Advertising Specialty Products,"Project #: 15469  Sales Order #: 176170    Deliver to:    Austin Watershed  505 Barton Springs Rd; 10th Fl.  Austin, TX 78704",0.,,,0.,"1,010.64",MA5000NA230000044,Austin Watershed Leadership Shirts_Jorge Morales,DO630025101401459,10/14/2025,GOL8307311,"GOLF CONNECTIONS, LLC",PO Box 27619,,AUSTIN,TX,78755,US,04/06/2026
34028,"Fire Extinguishers, Rechargers, and Parts","Fire Extinguisher maintenance, repair, replace and recycle",0.,,,0.,"20,000.00",MA5000NA250000038,Steffenson - 2026 Pye Barker Blanket,DOM1100MAX245938,10/14/2025,V00000973138,Pye-Barker Fire & Safety LLC,6700 Guadalupe Street,,Austin,TX,78752,US,04/06/2026
12025,"Bridges, Passenger Loading",(Oshkosh)(PCA) 3740965,0.,,,0.,"8,351.30",MA8100NS240000088,Parts for Warehouse Stock,DO810025101401441,10/14/2025,V00000978964,"Oshkosh AeroTech, LLC","Oshkosh Aerotech, LLC",4074 South 1900 West,Roy,UT,84067,US,04/06/2026
24091,"Stainless Steel Ware: Cooking Utensils, Flatware,",BLANKET ORDER - Kitchen Supplies for Central Warehouse Inventory  Fire station kitchen supplies.,0.,,,0.,"10,000.00",MA8300NA250000037,BLANKET ORDER - Kitchen Supplies for Central Whs. Inventory,DO830025101401415,10/14/2025,V00000980303,Lodging Kit Company,210 Grove Street,,Boonville,NY,13309,US,04/06/2026
47599,"MEDICAL, DENTAL AND LAB SUPPLY PER PRICE AGREEMENT",BuyBoard Contract 704-23,0.,,,0.,"10,855.86",MA5000GC240000003,medical supplies - emergency patient cre,DO930025101401398,10/14/2025,HEN8311513,HENRY SCHEIN INC,135 DURYEA RD E270,,MELVILLE,NY,11747-3834,US,04/06/2026
89064,Sewer Inspection Equipment,SHIPPING / FREIGHT CHARGE  .  .  REFERENCE: OPR 4859  PLEASE SEND INVOICE TO AWLogisticsSC@austintexas.gov,0.,,,0.,715.57,MA2200GS240000003,CLS - REPAIR PARTS - WBSC - OPR 4859 - OCT 2025,DO220025101401429,10/14/2025,VS0000015032,CLS Sewer Equipment Co. Inc.,726 S. Sherman St.,,Richardson,TX,75081,US,04/06/2026
17500,CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES,,0.,,,0.,"7,600.00",MA2200GS210000001,WQL Yokogawa Fluid Imaging Technologies,DO220025101501528,10/15/2025,V00000973767,"Yokogawa Fluid Imaging Technologies, Inc.","Yokogawa Fluid Imaging Technologies, Inc.",200 Enterprise Drive,Scarborough,ME,04074,US,04/06/2026
75077,Sand and Gravel,"FY2026-2002433 Pryor, Marcus   Schuller Contracting LLC    Washed concrete Sand for Filtration Basin    400 tons at $24.85 per ton for pickup     Kindly send invoice within 5 days of invoice date to WPDInvoices@austintexas.gov",0.,,,0.,"9,722.59",MA5000GA240000017,"Fy2026-2002433 Pryor, Marcus   Schuller Contracting LLC",DO630025101501524,10/15/2025,V00000959318,"Schuler Contracting, LLC",1405 E Riverside Drive,,Austin,TX,78741,US,04/06/2026
34060,"Hydrants, Fire (Including Accessories and Parts)","#2, SQUARE OPERATING NUTS FOR 6IN GATE VALVE  FOR WALNUT CREEK WWTP  PLEASE SEND INVOCIES TO: AWWALNUTAP@AUSTINTEXAS.GOV",0.,,,0.,308.13,MA2200GA220000004,"#2, SQUARE OPERATING NUTS FOR 6IN GATE VALVE",DO220025101501529,10/15/2025,HUG8319237,Core & Main LP,1830 Craig Park Court,,St. Louis,MO,63146,US,04/06/2026
